Date,Time,Day,Road_ID,Weather,Vehicle_Count,Congestion_Level
2026-02-14,15:15,Saturday,HSR_LAYOUT_1,Clear,55,Medium
2026-02-14,15:15,Saturday,KORAMANGALA_100FT,Clear,51,Medium
2026-02-14,15:15,Saturday,WHITEFIELD_MAIN,Rainy,105,Medium
2026-02-14,15:15,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,64,Low
2026-02-14,15:30,Saturday,ORR_23,Cloudy,217,High
2026-02-14,15:30,Saturday,MG_ROAD,Rainy,95,Medium
2026-02-14,15:30,Saturday,HSR_LAYOUT_1,Clear,44,Medium
2026-02-14,15:30,Saturday,KORAMANGALA_100FT,Clear,48,Medium
2026-02-14,15:30,Saturday,WHITEFIELD_MAIN,Clear,85,Medium
2026-02-14,15:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,116,Medium
2026-02-14,15:45,Saturday,ORR_23,Clear,79,Low
2026-02-14,15:45,Saturday,MG_ROAD,Clear,64,Medium
2026-02-14,15:45,Saturday,HSR_LAYOUT_1,Clear,43,Medium
2026-02-14,15:45,Saturday,KORAMANGALA_100FT,Rainy,94,High
2026-02-14,15:45,Saturday,WHITEFIELD_MAIN,Cloudy,37,Low
2026-02-14,15:45,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,122,Medium
2026-02-14,16:00,Saturday,ORR_23,Rainy,106,Medium
2026-02-14,16:00,Saturday,MG_ROAD,Clear,71,Medium
2026-02-14,16:00,Saturday,HSR_LAYOUT_1,Clear,35,Low
2026-02-14,16:00,Saturday,KORAMANGALA_100FT,Clear,49,Medium
2026-02-14,16:00,Saturday,WHITEFIELD_MAIN,Cloudy,88,Medium
2026-02-14,16:00,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,146,Medium
2026-02-14,16:15,Saturday,ORR_23,Clear,100,Medium
2026-02-14,16:15,Saturday,MG_ROAD,Cloudy,50,Low
2026-02-14,16:15,Saturday,HSR_LAYOUT_1,Rainy,50,Medium
2026-02-14,16:15,Saturday,KORAMANGALA_100FT,Clear,44,Low
2026-02-14,16:15,Saturday,WHITEFIELD_MAIN,Clear,43,Low
2026-02-14,16:15,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,77,Low
2026-02-14,16:30,Saturday,ORR_23,Clear,98,Medium
2026-02-14,16:30,Saturday,MG_ROAD,Clear,43,Low
2026-02-14,16:30,Saturday,HSR_LAYOUT_1,Clear,52,Medium
2026-02-14,16:30,Saturday,KORAMANGALA_100FT,Rainy,71,Medium
2026-02-14,16:30,Saturday,WHITEFIELD_MAIN,Clear,62,Low
2026-02-14,16:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,81,Medium
2026-02-14,16:45,Saturday,ORR_23,Clear,115,Medium
2026-02-14,16:45,Saturday,MG_ROAD,Clear,74,Medium
2026-02-14,16:45,Saturday,HSR_LAYOUT_1,Clear,42,Medium
2026-02-14,16:45,Saturday,KORAMANGALA_100FT,Clear,47,Low
2026-02-14,16:45,Saturday,WHITEFIELD_MAIN,Clear,76,Medium
2026-02-14,16:45,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,73,Low
2026-02-14,17:00,Saturday,ORR_23,Cloudy,41,Low
2026-02-14,17:00,Saturday,MG_ROAD,Rainy,112,Medium
2026-02-14,17:00,Saturday,HSR_LAYOUT_1,Rainy,56,Medium
2026-02-14,17:00,Saturday,KORAMANGALA_100FT,Rainy,70,Medium
2026-02-14,17:00,Saturday,WHITEFIELD_MAIN,Clear,74,Medium
2026-02-14,17:00,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,94,Medium
2026-02-14,17:15,Saturday,ORR_23,Clear,80,Medium
2026-02-14,17:15,Saturday,MG_ROAD,Rainy,57,Low
2026-02-14,17:15,Saturday,HSR_LAYOUT_1,Rainy,77,High
2026-02-14,17:15,Saturday,KORAMANGALA_100FT,Clear,35,Low
2026-02-14,17:15,Saturday,WHITEFIELD_MAIN,Clear,57,Low
2026-02-14,17:15,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,75,Low
2026-02-14,17:30,Saturday,ORR_23,Rainy,134,Medium
2026-02-14,17:30,Saturday,MG_ROAD,Clear,167,High
2026-02-14,17:30,Saturday,HSR_LAYOUT_1,Cloudy,29,Low
2026-02-14,17:30,Saturday,KORAMANGALA_100FT,Clear,65,Medium
2026-02-14,17:30,Saturday,WHITEFIELD_MAIN,Clear,88,Medium
2026-02-14,17:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,94,Medium
2026-02-14,17:45,Saturday,ORR_23,Clear,98,Medium
2026-02-14,17:45,Saturday,MG_ROAD,Rainy,117,High
2026-02-14,17:45,Saturday,HSR_LAYOUT_1,Clear,63,Medium
2026-02-14,17:45,Saturday,KORAMANGALA_100FT,Clear,42,Low
2026-02-14,17:45,Saturday,WHITEFIELD_MAIN,Clear,104,Medium
2026-02-14,17:45,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,91,Medium
2026-02-14,18:00,Saturday,ORR_23,Cloudy,93,Medium
2026-02-14,18:00,Saturday,MG_ROAD,Rainy,56,Low
2026-02-14,18:00,Saturday,HSR_LAYOUT_1,Clear,40,Medium
2026-02-14,18:00,Saturday,KORAMANGALA_100FT,Clear,40,Low
2026-02-14,18:00,Saturday,WHITEFIELD_MAIN,Clear,90,Medium
2026-02-14,18:00,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,105,Medium
2026-02-14,18:15,Saturday,ORR_23,Clear,42,Low
2026-02-14,18:15,Saturday,MG_ROAD,Clear,62,Medium
2026-02-14,18:15,Saturday,HSR_LAYOUT_1,Clear,53,Medium
2026-02-14,18:15,Saturday,KORAMANGALA_100FT,Clear,48,Medium
2026-02-14,18:15,Saturday,WHITEFIELD_MAIN,Clear,88,Medium
2026-02-14,18:15,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,116,Medium
2026-02-14,18:30,Saturday,ORR_23,Clear,90,Medium
2026-02-14,18:30,Saturday,MG_ROAD,Clear,58,Low
2026-02-14,18:30,Saturday,HSR_LAYOUT_1,Clear,29,Low
2026-02-14,18:30,Saturday,KORAMANGALA_100FT,Clear,36,Low
2026-02-14,18:30,Saturday,WHITEFIELD_MAIN,Clear,88,Medium
2026-02-14,18:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,84,Medium
2026-02-14,18:45,Saturday,ORR_23,Clear,81,Medium
2026-02-14,18:45,Saturday,MG_ROAD,Clear,56,Low
2026-02-14,18:45,Saturday,HSR_LAYOUT_1,Clear,38,Low
2026-02-14,18:45,Saturday,KORAMANGALA_100FT,Rainy,78,Medium
2026-02-14,18:45,Saturday,WHITEFIELD_MAIN,Clear,69,Low
2026-02-14,18:45,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,57,Low
2026-02-14,19:00,Saturday,ORR_23,Rainy,124,Medium
2026-02-14,19:00,Saturday,MG_ROAD,Clear,59,Low
2026-02-14,19:00,Saturday,HSR_LAYOUT_1,Clear,42,Medium
2026-02-14,19:00,Saturday,KORAMANGALA_100FT,Clear,69,Medium
2026-02-14,19:00,Saturday,WHITEFIELD_MAIN,Clear,75,Medium
2026-02-14,19:00,Saturday,ELECTRONIC_CITY_PHASE_1,Cloudy,89,Medium
2026-02-14,19:15,Saturday,ORR_23,Clear,60,Low
2026-02-14,19:15,Saturday,MG_ROAD,Clear,59,Low
2026-02-14,19:15,Saturday,HSR_LAYOUT_1,Clear,48,Medium
2026-02-14,19:15,Saturday,KORAMANGALA_100FT,Clear,31,Low
2026-02-14,19:15,Saturday,WHITEFIELD_MAIN,Rainy,101,Medium
2026-02-14,19:15,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,111,Medium
2026-02-14,19:30,Saturday,ORR_23,Cloudy,84,Medium
2026-02-14,19:30,Saturday,MG_ROAD,Clear,78,Medium
2026-02-14,19:30,Saturday,HSR_LAYOUT_1,Clear,45,Medium
2026-02-14,19:30,Saturday,KORAMANGALA_100FT,Clear,68,Medium
2026-02-14,19:30,Saturday,WHITEFIELD_MAIN,Clear,57,Low
2026-02-14,19:30,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,111,Medium
2026-02-14,19:45,Saturday,ORR_23,Clear,85,Medium
2026-02-14,19:45,Saturday,MG_ROAD,Clear,46,Low
2026-02-14,19:45,Saturday,HSR_LAYOUT_1,Clear,51,Medium
2026-02-14,19:45,Saturday,KORAMANGALA_100FT,Clear,78,Medium
2026-02-14,19:45,Saturday,WHITEFIELD_MAIN,Clear,75,Medium
2026-02-14,19:45,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,94,Medium
2026-02-14,20:00,Saturday,ORR_23,Rainy,110,Medium
2026-02-14,20:00,Saturday,MG_ROAD,Clear,52,Low
2026-02-14,20:00,Saturday,HSR_LAYOUT_1,Rainy,36,Low
2026-02-14,20:00,Saturday,KORAMANGALA_100FT,Clear,41,Low
2026-02-14,20:00,Saturday,WHITEFIELD_MAIN,Cloudy,50,Low
2026-02-14,20:00,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,118,Medium
2026-02-14,20:15,Saturday,ORR_23,Clear,81,Medium
2026-02-14,20:15,Saturday,MG_ROAD,Rainy,76,Medium
2026-02-14,20:15,Saturday,HSR_LAYOUT_1,Clear,50,Medium
2026-02-14,20:15,Saturday,KORAMANGALA_100FT,Clear,36,Low
2026-02-14,20:15,Saturday,WHITEFIELD_MAIN,Clear,61,Low
2026-02-14,20:15,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,85,Medium
2026-02-14,20:30,Saturday,ORR_23,Clear,104,Medium
2026-02-14,20:30,Saturday,MG_ROAD,Cloudy,70,Medium
2026-02-14,20:30,Saturday,HSR_LAYOUT_1,Clear,44,Medium
2026-02-14,20:30,Saturday,KORAMANGALA_100FT,Rainy,66,Medium
2026-02-14,20:30,Saturday,WHITEFIELD_MAIN,Clear,82,Medium
2026-02-14,20:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,88,Medium
2026-02-14,20:45,Saturday,ORR_23,Cloudy,63,Low
2026-02-14,20:45,Saturday,MG_ROAD,Clear,63,Medium
2026-02-14,20:45,Saturday,HSR_LAYOUT_1,Clear,31,Low
2026-02-14,20:45,Saturday,KORAMANGALA_100FT,Cloudy,51,Medium
2026-02-14,20:45,Saturday,WHITEFIELD_MAIN,Rainy,89,Medium
2026-02-14,20:45,Saturday,ELECTRONIC_CITY_PHASE_1,Cloudy,134,Medium
2026-02-14,21:00,Saturday,ORR_23,Clear,83,Medium
2026-02-14,21:00,Saturday,MG_ROAD,Rainy,60,Medium
2026-02-14,21:00,Saturday,HSR_LAYOUT_1,Rainy,53,Medium
2026-02-14,21:00,Saturday,KORAMANGALA_100FT,Clear,56,Medium
2026-02-14,21:00,Saturday,WHITEFIELD_MAIN,Cloudy,105,Medium
2026-02-14,21:00,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,97,Medium
2026-02-14,21:15,Saturday,ORR_23,Clear,52,Low
2026-02-14,21:15,Saturday,MG_ROAD,Clear,75,Medium
2026-02-14,21:15,Saturday,HSR_LAYOUT_1,Clear,28,Low
2026-02-14,21:15,Saturday,KORAMANGALA_100FT,Clear,45,Low
2026-02-14,21:15,Saturday,WHITEFIELD_MAIN,Rainy,93,Medium
2026-02-14,21:15,Saturday,ELECTRONIC_CITY_PHASE_1,Cloudy,82,Medium
2026-02-14,21:30,Saturday,ORR_23,Rainy,122,Medium
2026-02-14,21:30,Saturday,MG_ROAD,Clear,52,Low
2026-02-14,21:30,Saturday,HSR_LAYOUT_1,Clear,39,Low
2026-02-14,21:30,Saturday,KORAMANGALA_100FT,Clear,50,Medium
2026-02-14,21:30,Saturday,WHITEFIELD_MAIN,Cloudy,78,Medium
2026-02-14,21:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,85,Medium
2026-02-14,21:45,Saturday,ORR_23,Clear,92,Medium
2026-02-14,21:45,Saturday,MG_ROAD,Clear,75,Medium
2026-02-14,21:45,Saturday,HSR_LAYOUT_1,Clear,45,Medium
2026-02-14,21:45,Saturday,KORAMANGALA_100FT,Clear,55,Medium
2026-02-14,21:45,Saturday,WHITEFIELD_MAIN,Clear,47,Low
2026-02-14,21:45,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,110,Medium
2026-02-14,22:00,Saturday,ORR_23,Clear,69,Low
2026-02-14,22:00,Saturday,MG_ROAD,Clear,55,Low
2026-02-14,22:00,Saturday,HSR_LAYOUT_1,Clear,23,Low
2026-02-14,22:00,Saturday,KORAMANGALA_100FT,Clear,28,Low
2026-02-14,22:00,Saturday,WHITEFIELD_MAIN,Clear,43,Low
2026-02-14,22:00,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,70,Low
2026-02-14,22:15,Saturday,ORR_23,Cloudy,80,Medium
2026-02-14,22:15,Saturday,MG_ROAD,Cloudy,38,Low
2026-02-14,22:15,Saturday,HSR_LAYOUT_1,Clear,39,Low
2026-02-14,22:15,Saturday,KORAMANGALA_100FT,Rainy,48,Medium
2026-02-14,22:15,Saturday,WHITEFIELD_MAIN,Clear,51,Low
2026-02-14,22:15,Saturday,ELECTRONIC_CITY_PHASE_1,Cloudy,55,Low
2026-02-14,22:30,Saturday,ORR_23,Rainy,226,High
2026-02-14,22:30,Saturday,MG_ROAD,Clear,49,Low
2026-02-14,22:30,Saturday,HSR_LAYOUT_1,Cloudy,52,Medium
2026-02-14,22:30,Saturday,KORAMANGALA_100FT,Rainy,36,Low
2026-02-14,22:30,Saturday,WHITEFIELD_MAIN,Rainy,79,Medium
2026-02-14,22:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,49,Low
2026-02-14,22:45,Saturday,ORR_23,Rainy,60,Low
2026-02-14,22:45,Saturday,MG_ROAD,Clear,44,Low
2026-02-14,22:45,Saturday,HSR_LAYOUT_1,Rainy,40,Medium
2026-02-14,22:45,Saturday,KORAMANGALA_100FT,Rainy,81,Medium
2026-02-14,22:45,Saturday,WHITEFIELD_MAIN,Clear,50,Low
2026-02-14,22:45,Saturday,ELECTRONIC_CITY_PHASE_1,Rainy,55,Low
2026-02-14,23:00,Saturday,ORR_23,Clear,65,Low
2026-02-14,23:00,Saturday,MG_ROAD,Clear,13,Low
2026-02-14,23:00,Saturday,HSR_LAYOUT_1,Clear,29,Low
2026-02-14,23:00,Saturday,KORAMANGALA_100FT,Rainy,46,Low
2026-02-14,23:00,Saturday,WHITEFIELD_MAIN,Cloudy,68,Low
2026-02-14,23:00,Saturday,ELECTRONIC_CITY_PHASE_1,Cloudy,79,Low
2026-02-14,23:15,Saturday,ORR_23,Clear,49,Low
2026-02-14,23:15,Saturday,MG_ROAD,Clear,42,Low
2026-02-14,23:15,Saturday,HSR_LAYOUT_1,Clear,22,Low
2026-02-14,23:15,Saturday,KORAMANGALA_100FT,Clear,22,Low
2026-02-14,23:15,Saturday,WHITEFIELD_MAIN,Clear,59,Low
2026-02-14,23:15,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,34,Low
2026-02-14,23:30,Saturday,ORR_23,Clear,51,Low
2026-02-14,23:30,Saturday,MG_ROAD,Rainy,43,Low
2026-02-14,23:30,Saturday,HSR_LAYOUT_1,Clear,35,Low
2026-02-14,23:30,Saturday,KORAMANGALA_100FT,Cloudy,57,Medium
2026-02-14,23:30,Saturday,WHITEFIELD_MAIN,Rainy,148,High
2026-02-14,23:30,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,22,Low
2026-02-14,23:45,Saturday,ORR_23,Clear,57,Low
2026-02-14,23:45,Saturday,MG_ROAD,Clear,45,Low
2026-02-14,23:45,Saturday,HSR_LAYOUT_1,Clear,32,Low
2026-02-14,23:45,Saturday,KORAMANGALA_100FT,Clear,30,Low
2026-02-14,23:45,Saturday,WHITEFIELD_MAIN,Clear,50,Low
2026-02-14,23:45,Saturday,ELECTRONIC_CITY_PHASE_1,Clear,67,Low
2026-02-15,00:00,Sunday,ORR_23,Clear,32,Low
2026-02-15,00:00,Sunday,MG_ROAD,Clear,0,Low
2026-02-15,00:00,Sunday,HSR_LAYOUT_1,Clear,2,Low
2026-02-15,00:00,Sunday,KORAMANGALA_100FT,Clear,9,Low
2026-02-15,00:00,Sunday,WHITEFIELD_MAIN,Rainy,0,Low
2026-02-15,00:00,Sunday,ELECTRONIC_CITY_PHASE_1,Cloudy,46,Low
2026-02-15,00:15,Sunday,ORR_23,Clear,0,Low
2026-02-15,00:15,Sunday,MG_ROAD,Clear,8,Low
2026-02-15,00:15,Sunday,HSR_LAYOUT_1,Clear,11,Low
2026-02-15,00:15,Sunday,KORAMANGALA_100FT,Rainy,2,Low
2026-02-15,00:15,Sunday,WHITEFIELD_MAIN,Clear,0,Low
2026-02-15,00:15,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,3,Low
2026-02-15,00:30,Sunday,ORR_23,Clear,32,Low
2026-02-15,00:30,Sunday,MG_ROAD,Clear,3,Low
2026-02-15,00:30,Sunday,HSR_LAYOUT_1,Rainy,0,Low
2026-02-15,00:30,Sunday,KORAMANGALA_100FT,Rainy,20,Low
2026-02-15,00:30,Sunday,WHITEFIELD_MAIN,Clear,4,Low
2026-02-15,00:30,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,1,Low
2026-02-15,00:45,Sunday,ORR_23,Cloudy,14,Low
2026-02-15,00:45,Sunday,MG_ROAD,Rainy,23,Low
2026-02-15,00:45,Sunday,HSR_LAYOUT_1,Rainy,31,Low
2026-02-15,00:45,Sunday,KORAMANGALA_100FT,Clear,17,Low
2026-02-15,00:45,Sunday,WHITEFIELD_MAIN,Clear,31,Low
2026-02-15,00:45,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,1,Low
2026-02-15,01:00,Sunday,ORR_23,Clear,0,Low
2026-02-15,01:00,Sunday,MG_ROAD,Clear,163,High
2026-02-15,01:00,Sunday,HSR_LAYOUT_1,Rainy,8,Low
2026-02-15,01:00,Sunday,KORAMANGALA_100FT,Rainy,0,Low
2026-02-15,01:00,Sunday,WHITEFIELD_MAIN,Rainy,10,Low
2026-02-15,01:00,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,19,Low
2026-02-15,01:15,Sunday,ORR_23,Clear,19,Low
2026-02-15,01:15,Sunday,MG_ROAD,Clear,16,Low
2026-02-15,01:15,Sunday,HSR_LAYOUT_1,Rainy,10,Low
2026-02-15,01:15,Sunday,KORAMANGALA_100FT,Rainy,3,Low
2026-02-15,01:15,Sunday,WHITEFIELD_MAIN,Clear,1,Low
2026-02-15,01:15,Sunday,ELECTRONIC_CITY_PHASE_1,Rainy,0,Low
2026-02-15,01:30,Sunday,ORR_23,Clear,47,Low
2026-02-15,01:30,Sunday,MG_ROAD,Cloudy,9,Low
2026-02-15,01:30,Sunday,HSR_LAYOUT_1,Clear,3,Low
2026-02-15,01:30,Sunday,KORAMANGALA_100FT,Clear,0,Low
2026-02-15,01:30,Sunday,WHITEFIELD_MAIN,Clear,63,Low
2026-02-15,01:30,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,0,Low
2026-02-15,01:45,Sunday,ORR_23,Clear,3,Low
2026-02-15,01:45,Sunday,MG_ROAD,Clear,15,Low
2026-02-15,01:45,Sunday,HSR_LAYOUT_1,Rainy,13,Low
2026-02-15,01:45,Sunday,KORAMANGALA_100FT,Clear,18,Low
2026-02-15,01:45,Sunday,WHITEFIELD_MAIN,Rainy,46,Low
2026-02-15,01:45,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,226,High
2026-02-15,02:00,Sunday,ORR_23,Clear,0,Low
2026-02-15,02:00,Sunday,MG_ROAD,Rainy,7,Low
2026-02-15,02:00,Sunday,HSR_LAYOUT_1,Clear,9,Low
2026-02-15,02:00,Sunday,KORAMANGALA_100FT,Clear,32,Low
2026-02-15,02:00,Sunday,WHITEFIELD_MAIN,Clear,0,Low
2026-02-15,02:00,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,36,Low
2026-02-15,02:15,Sunday,ORR_23,Clear,15,Low
2026-02-15,02:15,Sunday,MG_ROAD,Clear,21,Low
2026-02-15,02:15,Sunday,HSR_LAYOUT_1,Clear,4,Low
2026-02-15,02:15,Sunday,KORAMANGALA_100FT,Clear,0,Low
2026-02-15,02:15,Sunday,WHITEFIELD_MAIN,Cloudy,24,Low
2026-02-15,02:15,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,199,High
2026-02-15,02:30,Sunday,ORR_23,Clear,31,Low
2026-02-15,02:30,Sunday,MG_ROAD,Clear,8,Low
2026-02-15,02:30,Sunday,HSR_LAYOUT_1,Clear,0,Low
2026-02-15,02:30,Sunday,KORAMANGALA_100FT,Clear,0,Low
2026-02-15,02:30,Sunday,WHITEFIELD_MAIN,Clear,25,Low
2026-02-15,02:30,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,20,Low
2026-02-15,02:45,Sunday,ORR_23,Rainy,0,Low
2026-02-15,02:45,Sunday,MG_ROAD,Clear,0,Low
2026-02-15,02:45,Sunday,HSR_LAYOUT_1,Rainy,3,Low
2026-02-15,02:45,Sunday,KORAMANGALA_100FT,Clear,0,Low
2026-02-15,02:45,Sunday,WHITEFIELD_MAIN,Clear,0,Low
2026-02-15,02:45,Sunday,ELECTRONIC_CITY_PHASE_1,Rainy,0,Low
2026-02-15,03:00,Sunday,ORR_23,Clear,3,Low
2026-02-15,03:00,Sunday,MG_ROAD,Clear,0,Low
2026-02-15,03:00,Sunday,HSR_LAYOUT_1,Clear,0,Low
2026-02-15,03:00,Sunday,KORAMANGALA_100FT,Clear,31,Low
2026-02-15,03:00,Sunday,WHITEFIELD_MAIN,Clear,193,High
2026-02-15,03:00,Sunday,ELECTRONIC_CITY_PHASE_1,Rainy,0,Low
2026-02-15,03:15,Sunday,ORR_23,Clear,17,Low
2026-02-15,03:15,Sunday,MG_ROAD,Clear,15,Low
2026-02-15,03:15,Sunday,HSR_LAYOUT_1,Rainy,19,Low
2026-02-15,03:15,Sunday,KORAMANGALA_100FT,Rainy,0,Low
2026-02-15,03:15,Sunday,WHITEFIELD_MAIN,Clear,30,Low
2026-02-15,03:15,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,1,Low
2026-02-15,03:30,Sunday,ORR_23,Rainy,0,Low
2026-02-15,03:30,Sunday,MG_ROAD,Rainy,22,Low
2026-02-15,03:30,Sunday,HSR_LAYOUT_1,Clear,18,Low
2026-02-15,03:30,Sunday,KORAMANGALA_100FT,Clear,38,Low
2026-02-15,03:30,Sunday,WHITEFIELD_MAIN,Clear,0,Low
2026-02-15,03:30,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,25,Low
2026-02-15,03:45,Sunday,ORR_23,Clear,3,Low
2026-02-15,03:45,Sunday,MG_ROAD,Clear,20,Low
2026-02-15,03:45,Sunday,HSR_LAYOUT_1,Clear,0,Low
2026-02-15,03:45,Sunday,KORAMANGALA_100FT,Clear,0,Low
2026-02-15,03:45,Sunday,WHITEFIELD_MAIN,Clear,0,Low
2026-02-15,03:45,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,13,Low
2026-02-15,04:00,Sunday,ORR_23,Clear,0,Low
2026-02-15,04:00,Sunday,MG_ROAD,Clear,18,Low
2026-02-15,04:00,Sunday,HSR_LAYOUT_1,Clear,16,Low
2026-02-15,04:00,Sunday,KORAMANGALA_100FT,Clear,14,Low
2026-02-15,04:00,Sunday,WHITEFIELD_MAIN,Cloudy,39,Low
2026-02-15,04:00,Sunday,ELECTRONIC_CITY_PHASE_1,Rainy,23,Low
2026-02-15,04:15,Sunday,ORR_23,Clear,0,Low
2026-02-15,04:15,Sunday,MG_ROAD,Clear,29,Low
2026-02-15,04:15,Sunday,HSR_LAYOUT_1,Clear,0,Low
2026-02-15,04:15,Sunday,KORAMANGALA_100FT,Cloudy,18,Low
2026-02-15,04:15,Sunday,WHITEFIELD_MAIN,Clear,39,Low
2026-02-15,04:15,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,21,Low
2026-02-15,04:30,Sunday,ORR_23,Clear,0,Low
2026-02-15,04:30,Sunday,MG_ROAD,Clear,0,Low
2026-02-15,04:30,Sunday,HSR_LAYOUT_1,Clear,19,Low
2026-02-15,04:30,Sunday,KORAMANGALA_100FT,Clear,5,Low
2026-02-15,04:30,Sunday,WHITEFIELD_MAIN,Clear,12,Low
2026-02-15,04:30,Sunday,ELECTRONIC_CITY_PHASE_1,Rainy,30,Low
2026-02-15,04:45,Sunday,ORR_23,Clear,25,Low
2026-02-15,04:45,Sunday,MG_ROAD,Clear,13,Low
2026-02-15,04:45,Sunday,HSR_LAYOUT_1,Clear,3,Low
2026-02-15,04:45,Sunday,KORAMANGALA_100FT,Clear,3,Low
2026-02-15,04:45,Sunday,WHITEFIELD_MAIN,Rainy,29,Low
2026-02-15,04:45,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,23,Low
2026-02-15,05:00,Sunday,ORR_23,Rainy,72,Low
2026-02-15,05:00,Sunday,MG_ROAD,Rainy,74,Medium
2026-02-15,05:00,Sunday,HSR_LAYOUT_1,Rainy,37,Low
2026-02-15,05:00,Sunday,KORAMANGALA_100FT,Clear,25,Low
2026-02-15,05:00,Sunday,WHITEFIELD_MAIN,Rainy,56,Low
2026-02-15,05:00,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,40,Low
2026-02-15,05:15,Sunday,ORR_23,Rainy,72,Low
2026-02-15,05:15,Sunday,MG_ROAD,Clear,63,Medium
2026-02-15,05:15,Sunday,HSR_LAYOUT_1,Clear,21,Low
2026-02-15,05:15,Sunday,KORAMANGALA_100FT,Rainy,49,Medium
2026-02-15,05:15,Sunday,WHITEFIELD_MAIN,Rainy,58,Low
2026-02-15,05:15,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,54,Low
2026-02-15,05:30,Sunday,ORR_23,Clear,29,Low
2026-02-15,05:30,Sunday,MG_ROAD,Clear,41,Low
2026-02-15,05:30,Sunday,HSR_LAYOUT_1,Clear,28,Low
2026-02-15,05:30,Sunday,KORAMANGALA_100FT,Clear,42,Low
2026-02-15,05:30,Sunday,WHITEFIELD_MAIN,Clear,58,Low
2026-02-15,05:30,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,36,Low
2026-02-15,05:45,Sunday,ORR_23,Rainy,99,Medium
2026-02-15,05:45,Sunday,MG_ROAD,Cloudy,48,Low
2026-02-15,05:45,Sunday,HSR_LAYOUT_1,Rainy,40,Medium
2026-02-15,05:45,Sunday,KORAMANGALA_100FT,Clear,35,Low
2026-02-15,05:45,Sunday,WHITEFIELD_MAIN,Rainy,60,Low
2026-02-15,05:45,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,64,Low
2026-02-15,06:00,Sunday,ORR_23,Clear,69,Low
2026-02-15,06:00,Sunday,MG_ROAD,Clear,18,Low
2026-02-15,06:00,Sunday,HSR_LAYOUT_1,Clear,24,Low
2026-02-15,06:00,Sunday,KORAMANGALA_100FT,Clear,32,Low
2026-02-15,06:00,Sunday,WHITEFIELD_MAIN,Cloudy,58,Low
2026-02-15,06:00,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,83,Medium
2026-02-15,06:15,Sunday,ORR_23,Rainy,195,High
2026-02-15,06:15,Sunday,MG_ROAD,Clear,138,High
2026-02-15,06:15,Sunday,HSR_LAYOUT_1,Clear,24,Low
2026-02-15,06:15,Sunday,KORAMANGALA_100FT,Clear,26,Low
2026-02-15,06:15,Sunday,WHITEFIELD_MAIN,Clear,47,Low
2026-02-15,06:15,Sunday,ELECTRONIC_CITY_PHASE_1,Clear,75,Low
2026-02-15,06:30,Sunday,ORR_23,Clear,38,Low
2026-02-15,06:30,Sunday,MG_ROAD,Clear,51,Low
2026-02-15,06:30,Sunday,HSR_LAYOUT_1,Cloudy,12,Low
